"No.","Time","Source","Destination","Protocol","Length","Info"
"3385","164.193879","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=18225 Ack=213 Win=15680 Len=1418 TSval=553184 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3386","164.195313","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3387","164.195559","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=13971 Win=93440 Len=0 TSval=1287385559 TSecr=553182"
"3388","164.197389","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=21061 Ack=213 Win=15680 Len=1418 TSval=553184 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3389","164.197820","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3390","164.201559","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=15389 Win=96256 Len=0 TSval=1287385565 TSecr=553182"
"3391","164.205806","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=23897 Ack=213 Win=15680 Len=1418 TSval=553184 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3392","164.206166","10.0.0.169","74.125.196.104","TLSv1.3","1155","Application Data, Application Data, Application Data"
"3393","164.209538","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=16807 Win=99072 Len=0 TSval=1287385573 TSecr=553183"
"3394","164.215286","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=18225 Win=102144 Len=0 TSval=1287385579 TSecr=553183"
"3395","164.216234","10.0.0.169","74.125.196.104","TLSv1.3","160","Application Data"
"3396","164.216602","10.0.0.169","74.125.196.104","TLSv1.3","105","Application Data"
"3397","164.219634","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=19643 Win=104960 Len=0 TSval=1287385583 TSecr=553184"
"3398","164.224700","10.0.0.169","74.125.196.104","TLSv1.3","162","Application Data"
"3399","164.226161","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=21061 Win=107776 Len=0 TSval=1287385589 TSecr=553184"
"3400","164.229313","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=22479 Win=110592 Len=0 TSval=1287385593 TSecr=553184"
"3401","164.233562","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=23897 Win=113408 Len=0 TSval=1287385597 TSecr=553184"
"3402","164.238138","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=25315 Win=116224 Len=0 TSval=1287385601 TSecr=553184"
"3403","164.241789","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=26404 Win=119040 Len=0 TSval=1287385605 TSecr=553184"
"3404","164.241895","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=26498 Win=119040 Len=0 TSval=1287385605 TSecr=553186"
"3405","164.241897","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=26537 Win=119040 Len=0 TSval=1287385605 TSecr=553186"
"3406","164.243814","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=26633 Win=119040 Len=0 TSval=1287385607 TSecr=553187"
"3407","164.265729","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=26633 Ack=213 Win=15680 Len=1418 TSval=553191 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3408","164.266012","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=28051 Ack=213 Win=15680 Len=1418 TSval=553191 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3409","164.266287","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"3410","164.266719","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=29516 Ack=213 Win=15680 Len=1418 TSval=553191 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3411","164.267111","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=30934 Ack=213 Win=15680 Len=1418 TSval=553191 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3412","164.267198","10.0.0.169","74.125.196.104","TLSv1.3","113","Application Data"
"3413","164.267565","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=32399 Ack=213 Win=15680 Len=1418 TSval=553191 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3414","164.267652","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=33817 Ack=213 Win=15680 Len=1418 TSval=553191 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3415","164.279225","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=28051 Win=121856 Len=0 TSval=1287385642 TSecr=553191"
"3416","164.279702","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=29469 Win=124672 Len=0 TSval=1287385643 TSecr=553191"
"3417","164.279705","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=29516 Win=124672 Len=0 TSval=1287385643 TSecr=553191"
"3418","164.284232","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3419","164.285448","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=36653 Ack=213 Win=15680 Len=1418 TSval=553193 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3420","164.285730","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3421","164.290424","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=30934 Win=127488 Len=0 TSval=1287385654 TSecr=553191"
"3422","164.290628","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=32352 Win=130304 Len=0 TSval=1287385654 TSecr=553191"
"3423","164.290630","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=32399 Win=130304 Len=0 TSval=1287385654 TSecr=553191"
"3424","164.293523","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=33817 Win=133120 Len=0 TSval=1287385657 TSecr=553191"
"3425","164.294049","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3426","164.294520","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=40907 Ack=213 Win=15680 Len=1418 TSval=553194 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3427","164.294614","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3428","164.294882","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3429","164.296257","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=45161 Ack=213 Win=15680 Len=1418 TSval=553194 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3430","164.299250","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=35235 Win=135936 Len=0 TSval=1287385662 TSecr=553191"
"3431","164.300868","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3432","164.318208","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=36653 Win=139008 Len=0 TSval=1287385681 TSecr=553192"
"3433","164.318354","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=38071 Win=141824 Len=0 TSval=1287385682 TSecr=553193"
"3434","164.321205","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=47997 Ack=213 Win=15680 Len=1418 TSval=553196 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3435","164.321493","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3436","164.333934","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=39489 Win=144640 Len=0 TSval=1287385697 TSecr=553193"
"3437","164.336952","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=50833 Ack=213 Win=15680 Len=1418 TSval=553198 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3438","164.339784","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=40907 Win=147456 Len=0 TSval=1287385703 TSecr=553194"
"3439","164.341640","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3440","164.353510","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=42325 Win=150272 Len=0 TSval=1287385717 TSecr=553194"
"3441","164.357426","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=53669 Ack=213 Win=15680 Len=1418 TSval=553200 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3442","164.357579","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=43743 Win=153088 Len=0 TSval=1287385721 TSecr=553194"
"3443","164.359200","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3444","164.363790","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=45161 Win=155904 Len=0 TSval=1287385727 TSecr=553194"
"3445","164.365942","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=56505 Ack=213 Win=15680 Len=1418 TSval=553201 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3446","164.367325","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3447","164.379739","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=46579 Win=158720 Len=0 TSval=1287385743 TSecr=553194"
"3448","164.381610","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=59341 Ack=213 Win=15680 Len=1418 TSval=553202 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3449","164.433452","10.0.0.169","108.177.122.113","TCP","655","[TCP Retransmission] 33168  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=14656 Len=589 TSval=553208 TSecr=2042615727"
"3450","164.433558","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=47997 Win=161536 Len=0 TSval=1287385797 TSecr=553194"
"3451","164.437870","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3452","164.439450","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=49415 Win=164352 Len=0 TSval=1287385803 TSecr=553196"
"3453","164.440977","10.0.0.169","74.125.196.104","TCP","78","51979  >  443 [PSH, ACK] Seq=62177 Ack=213 Win=15680 Len=12 TSval=553208 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3454","164.443952","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=50833 Win=167168 Len=0 TSval=1287385807 TSecr=553196"
"3455","164.445609","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=62189 Ack=213 Win=15680 Len=1418 TSval=553209 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3456","164.447627","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=52251 Win=169984 Len=0 TSval=1287385811 TSecr=553198"
"3457","164.450737","10.0.0.169","74.125.196.104","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"3458","164.451353","108.177.122.113","10.0.0.169","TCP","78","[TCP Previous segment not captured] 443  >  33168 [ACK] Seq=214 Ack=591 Win=63744 Len=0 TSval=2042661873 TSecr=553208 SLE=1 SRE=591"
"3459","164.455503","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=53669 Win=173056 Len=0 TSval=1287385819 TSecr=553198"
"3460","164.457181","10.0.0.169","74.125.196.104","TCP","1484","51979  >  443 [ACK] Seq=65025 Ack=213 Win=15680 Len=1418 TSval=553210 TSecr=1287339303 [TCP segment of a reassembled PDU]"
"3461","164.461704","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=55087 Win=175872 Len=0 TSval=1287385825 TSecr=553200"
"3462","164.465656","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=56505 Win=178688 Len=0 TSval=1287385829 TSecr=553200"
"3463","164.476097","74.125.196.104","10.0.0.169","TCP","78","[TCP Window Update] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=181504 Len=0 TSval=1287385839 TSecr=553200 SLE=59341 SRE=60759"
"3464","164.479849","74.125.196.104","10.0.0.169","TCP","78","[TCP Window Update] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=184320 Len=0 TSval=1287385843 TSecr=553200 SLE=59341 SRE=62177"
"3465","164.479851","74.125.196.104","10.0.0.169","TCP","78","[TCP Dup ACK 3462#1] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=184320 Len=0 TSval=1287385843 TSecr=553200 SLE=59341 SRE=62189"
"3466","164.483625","74.125.196.104","10.0.0.169","TCP","78","[TCP Window Update] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=187136 Len=0 TSval=1287385847 TSecr=553200 SLE=59341 SRE=63607"
"3467","164.483809","10.0.0.169","74.125.196.104","TLSv1.3","1347","Application Data, Application Data"
"3468","164.484365","10.0.0.169","74.125.196.104","TCP","1484","[TCP Out-Of-Order] 51979  >  443 [ACK] Seq=56505 Ack=213 Win=15680 Len=1418 TSval=553213 TSecr=1287339303[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"3469","164.485111","10.0.0.169","74.125.196.104","TCP","1484","[TCP Out-Of-Order] 51979  >  443 [ACK] Seq=57923 Ack=213 Win=15680 Len=1418 TSval=553213 TSecr=1287339303[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"3470","164.489685","74.125.196.104","10.0.0.169","TCP","78","[TCP Window Update] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=189952 Len=0 TSval=1287385853 TSecr=553200 SLE=59341 SRE=65025"
"3471","164.493485","74.125.196.104","10.0.0.169","TCP","78","[TCP Window Update] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=192768 Len=0 TSval=1287385857 TSecr=553200 SLE=59341 SRE=66443"
"3472","164.506238","74.125.196.104","10.0.0.169","TCP","78","[TCP Window Update] 443  >  51979 [ACK] Seq=824 Ack=56505 Win=195584 Len=0 TSval=1287385869 TSecr=553200 SLE=59341 SRE=67724"
"3473","164.506789","74.125.196.104","10.0.0.169","TCP","78","443  >  51979 [ACK] Seq=824 Ack=57923 Win=198400 Len=0 TSval=1287385870 TSecr=553213 SLE=59341 SRE=67724"
"3474","164.511188","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=67724 Win=201216 Len=0 TSval=1287385873 TSecr=553213"
"3475","164.553229","64.233.185.95","10.0.0.169","TCP","74","443  >  58117 [SYN, ACK] Seq=0 Ack=1 Win=62392 Len=0 MSS=1430 SACK_PERM=1 TSval=2545980427 TSecr=550907 WS=256"
"3476","164.556337","10.0.0.169","64.233.185.95","TCP","54","58117  >  443 [RST] Seq=1 Win=0 Len=0"
"3477","164.946960","64.233.185.95","10.0.0.169","TCP","278","[TCP Retransmission] 443  >  58110 [FIN, PSH, ACK] Seq=1 Ack=591 Win=63744 Len=212 TSval=3822133467 TSecr=552829"
"3478","165.497778","10.0.0.169","74.125.21.91","TCP","74","59037  >  443 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=553314 TSecr=0 WS=64"
"3479","165.523618","74.125.21.91","10.0.0.169","TCP","74","443  >  59037 [SYN, ACK] Seq=0 Ack=1 Win=62392 Len=0 MSS=1430 SACK_PERM=1 TSval=1547048788 TSecr=553314 WS=256"
"3480","165.525079","10.0.0.169","74.125.21.91","TCP","66","59037  >  443 [ACK] Seq=1 Ack=1 Win=14656 Len=0 TSval=553317 TSecr=1547048788"
"3481","165.527532","10.0.0.169","74.125.21.91","TLSv1.3","651","Client Hello"
"3482","165.556011","74.125.21.91","10.0.0.169","TCP","66","443  >  59037 [ACK] Seq=1 Ack=586 Win=65280 Len=0 TSval=1547048820 TSecr=553317"
"3483","165.557597","74.125.21.91","10.0.0.169","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"3484","165.559396","10.0.0.169","74.125.21.91","TCP","66","59037  >  443 [ACK] Seq=586 Ack=213 Win=15680 Len=0 TSval=553320 TSecr=1547048821"
"3485","165.582042","10.0.0.169","74.125.21.91","TLSv1.3","130","Change Cipher Spec, Application Data"
"3486","165.584362","10.0.0.169","74.125.21.91","TLSv1.3","158","Application Data"
"3487","165.585695","10.0.0.169","74.125.21.91","TCP","1484","59037  >  443 [ACK] Seq=742 Ack=213 Win=15680 Len=1418 TSval=553323 TSecr=1547048821 [TCP segment of a reassembled PDU]"
"3488","165.587194","10.0.0.169","74.125.21.91","TCP","1484","59037  >  443 [ACK] Seq=2160 Ack=213 Win=15680 Len=1418 TSval=553323 TSecr=1547048821 [TCP segment of a reassembled PDU]"
"3489","165.587281","10.0.0.169","74.125.21.91","TLSv1.3","1102","Application Data"
"3490","165.605192","74.125.21.91","10.0.0.169","TLSv1.3","646","Application Data, Application Data"
"3491","165.608127","74.125.21.91","10.0.0.169","TCP","66","443  >  59037 [ACK] Seq=793 Ack=2160 Win=68096 Len=0 TSval=1547048875 TSecr=553322"
"3492","165.608129","74.125.21.91","10.0.0.169","TLSv1.3","97","Application Data"
"3493","165.608465","10.0.0.169","74.125.21.91","TLSv1.3","97","Application Data"
"3494","165.608916","74.125.21.91","10.0.0.169","TCP","66","443  >  59037 [ACK] Seq=824 Ack=4614 Win=73984 Len=0 TSval=1547048876 TSecr=553323"
"3495","165.613889","74.125.21.91","10.0.0.169","TLSv1.3","453","Application Data"
"3496","165.613891","74.125.21.91","10.0.0.169","TLSv1.3","118","Application Data"
"3497","165.616483","10.0.0.169","74.125.21.91","TCP","66","59037  >  443 [ACK] Seq=4645 Ack=1263 Win=18048 Len=0 TSval=553326 TSecr=1547048875"
"3498","165.633420","74.125.21.91","10.0.0.169","TCP","66","443  >  59037 [ACK] Seq=1263 Ack=4645 Win=73984 Len=0 TSval=1547048900 TSecr=553325"
"3499","166.513692","10.0.0.169","64.233.185.95","TCP","809","[TCP Retransmission] 58096  >  443 [PSH, ACK] Seq=3106 Ack=213 Win=15680 Len=731 TSval=553416 TSecr=2639188875 SLE=1148 SRE=2141"
"3500","166.537776","64.233.185.95","10.0.0.169","TCP","78","443  >  58096 [ACK] Seq=2141 Ack=3837 Win=71680 Len=0 TSval=2639265573 TSecr=553416 SLE=3106 SRE=3837"
"3501","166.539727","10.0.0.169","64.233.185.95","TLSv1.3","1484","Application Data, Application Data"
"3502","166.540128","10.0.0.169","64.233.185.95","TLSv1.3","1056","Application Data, Application Data, Application Data, Application Data"
"3503","166.564346","64.233.185.95","10.0.0.169","TCP","66","443  >  58096 [ACK] Seq=2141 Ack=5243 Win=74496 Len=0 TSval=2639265599 TSecr=553418"
"3504","166.565757","64.233.185.95","10.0.0.169","TLSv1.3","476","Application Data, Application Data, Application Data, Application Data"
"3505","166.585735","10.0.0.169","64.233.185.95","TCP","54","58096  >  443 [RST] Seq=6222 Win=0 Len=0"
"3506","167.058687","64.233.185.94","10.0.0.169","TCP","74","80  >  54059 [SYN, ACK] Seq=0 Ack=1 Win=62392 Len=0 MSS=1430 SACK_PERM=1 TSval=4080330639 TSecr=548743 WS=256"
"3507","167.061864","10.0.0.169","64.233.185.94","TCP","66","54059  >  80 [ACK] Seq=1 Ack=1 Win=14656 Len=0 TSval=553470 TSecr=4080330639"
"3508","167.633672","10.0.0.169","74.125.196.104","TCP","66","51972  >  443 [FIN, ACK] Seq=518 Ack=1 Win=14656 Len=0 TSval=553528 TSecr=1287358943"
"3509","167.655249","74.125.196.104","10.0.0.169","TCP","66","[TCP Previous segment not captured] 443  >  51972 [ACK] Seq=2635 Ack=519 Win=66816 Len=0 TSval=1287389017 TSecr=553528"
"3510","168.143036","10.0.0.169","64.233.185.95","TLSv1.3","123","Application Data"
"3511","168.144363","10.0.0.169","64.233.185.95","TLSv1.3","736","Application Data"
"3512","168.166149","64.233.185.95","10.0.0.169","TCP","66","443  >  58126 [ACK] Seq=7920 Ack=10701 Win=90112 Len=0 TSval=725305611 TSecr=553578"
"3513","168.171863","64.233.185.95","10.0.0.169","TCP","66","443  >  58126 [ACK] Seq=7920 Ack=11371 Win=92928 Len=0 TSval=725305616 TSecr=553578"
"3514","168.181512","64.233.185.95","10.0.0.169","TLSv1.3","131","Application Data"
"3515","168.184837","64.233.185.95","10.0.0.169","TLSv1.3","346","Application Data"
"3516","168.184841","64.233.185.95","10.0.0.169","TLSv1.3","194","Application Data"
"3517","168.184843","64.233.185.95","10.0.0.169","TLSv1.3","105","Application Data"
"3518","168.186498","10.0.0.169","64.233.185.95","TCP","66","58126  >  443 [ACK] Seq=11371 Ack=8265 Win=42304 Len=0 TSval=553583 TSecr=725305628"
"3519","168.189201","10.0.0.169","64.233.185.95","TCP","66","58126  >  443 [ACK] Seq=11371 Ack=8432 Win=42304 Len=0 TSval=553583 TSecr=725305628"
"3520","168.189543","10.0.0.169","64.233.185.95","TLSv1.3","105","Application Data"
"3521","168.217022","64.233.185.95","10.0.0.169","TCP","66","443  >  58126 [ACK] Seq=8432 Ack=11410 Win=92928 Len=0 TSval=725305663 TSecr=553583"
"3522","168.468322","64.233.185.94","10.0.0.169","HTTP","149","HTTP/1.1 204 No Content "
"3523","168.470188","10.0.0.169","64.233.185.94","TCP","54","54040  >  80 [RST] Seq=589 Win=0 Len=0"
"3524","170.649816","64.233.185.95","10.0.0.169","TCP","74","443  >  58111 [SYN, ACK] Seq=0 Ack=1 Win=62392 Len=0 MSS=1430 SACK_PERM=1 TSval=1286534002 TSecr=549119 WS=256"
"3525","170.655801","10.0.0.169","64.233.185.95","TCP","54","58111  >  443 [RST] Seq=1 Win=0 Len=0"
"3526","170.703324","64.233.185.95","10.0.0.169","TCP","74","443  >  58108 [SYN, ACK] Seq=0 Ack=1 Win=62392 Len=0 MSS=1430 SACK_PERM=1 TSval=722993333 TSecr=549087 WS=256"
"3527","170.704898","10.0.0.169","64.233.185.95","TCP","54","58108  >  443 [RST] Seq=1 Win=0 Len=0"
"3528","171.092450","64.233.185.95","10.0.0.169","TCP","74","443  >  58112 [SYN, ACK] Seq=0 Ack=1 Win=62392 Len=0 MSS=1430 SACK_PERM=1 TSval=2419249963 TSecr=549119 WS=256"
"3529","171.094466","10.0.0.169","64.233.185.95","TCP","54","58112  >  443 [RST] Seq=1 Win=0 Len=0"
"3530","171.185252","64.233.185.95","10.0.0.169","TCP","1484","[TCP Retransmission] 443  >  58114 [ACK] Seq=1 Ack=176 Win=63488 Len=1418 TSval=1316949954 TSecr=552896"
"3531","171.187144","10.0.0.169","64.233.185.95","TCP","54","58114  >  443 [RST] Seq=176 Win=0 Len=0"
"3532","171.887332","74.125.196.104","10.0.0.169","TCP","1484","[TCP Out-Of-Order] 443  >  51972 [ACK] Seq=1 Ack=519 Win=66816 Len=1418 TSval=1287393247 TSecr=553528"
"3533","171.890942","10.0.0.169","74.125.196.104","TCP","54","51972  >  443 [RST] Seq=519 Win=0 Len=0"
"3534","171.895298","64.233.185.95","10.0.0.169","TCP","1484","[TCP Retransmission] 443  >  58109 [ACK] Seq=1 Ack=519 Win=63488 Len=1418 TSval=711731683 TSecr=552840"
"3535","171.897492","10.0.0.169","64.233.185.95","TCP","54","58109  >  443 [RST] Seq=519 Win=0 Len=0"
"3536","174.224289","10.0.0.169","74.125.21.94","TCP","66","46528  >  80 [FIN, ACK] Seq=1 Ack=1 Win=14656 Len=0 TSval=554187 TSecr=37528211"
"3537","174.224680","10.0.0.169","74.125.21.94","TCP","66","46529  >  80 [FIN, ACK] Seq=1 Ack=1 Win=14656 Len=0 TSval=554187 TSecr=2658381054"
"3538","174.224886","10.0.0.169","108.177.122.101","TCP","66","51115  >  443 [FIN, ACK] Seq=654 Ack=793 Win=16832 Len=0 TSval=554187 TSecr=3582513558"
"3539","174.225163","10.0.0.169","74.125.196.104","TLSv1.3","117","Application Data"
"3540","174.229141","10.0.0.169","74.125.196.104","TCP","66","51979  >  443 [FIN, ACK] Seq=67775 Ack=213 Win=15680 Len=0 TSval=554187 TSecr=1287339303"
"3541","174.242166","10.0.0.169","74.125.196.104","TCP","74","52002  >  443 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=554188 TSecr=0 WS=64"
"3542","174.249436","74.125.21.94","10.0.0.169","TCP","66","80  >  46529 [FIN, ACK] Seq=1 Ack=2 Win=62464 Len=0 TSval=2658394160 TSecr=554187"
"3543","174.250022","74.125.21.94","10.0.0.169","TCP","66","80  >  46528 [FIN, ACK] Seq=1 Ack=2 Win=62464 Len=0 TSval=37541482 TSecr=554187"
"3544","174.251107","10.0.0.169","74.125.21.94","TCP","66","46529  >  80 [ACK] Seq=2 Ack=2 Win=14656 Len=0 TSval=554189 TSecr=2658394160"
"3545","174.251320","10.0.0.169","74.125.21.94","TCP","66","46528  >  80 [ACK] Seq=2 Ack=2 Win=14656 Len=0 TSval=554189 TSecr=37541482"
"3546","174.255771","108.177.122.101","10.0.0.169","TCP","66","443  >  51115 [FIN, ACK] Seq=793 Ack=655 Win=65280 Len=0 TSval=3582528342 TSecr=554187"
"3547","174.256572","74.125.196.104","10.0.0.169","TCP","66","443  >  51979 [ACK] Seq=824 Ack=67775 Win=201216 Len=0 TSval=1287395616 TSecr=554187"
"3548","174.257939","74.125.196.104","10.0.0.169","TLSv1.3","1430","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"3549","174.258514","10.0.0.169","108.177.122.101","TCP","66","51115  >  443 [ACK] Seq=655 Ack=794 Win=16832 Len=0 TSval=554190 TSecr=3582528342"
"3550","174.259499","10.0.0.169","74.125.196.104","TCP","54","51979  >  443 [RST] Seq=67776 Win=0 Len=0"
"3551","174.267148","74.125.196.104","10.0.0.169","TCP","74","443  >  52002 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1287395629 TSecr=554188 WS=256"
"3552","174.268828","10.0.0.169","74.125.196.104","TCP","66","52002  >  443 [ACK] Seq=1 Ack=1 Win=14656 Len=0 TSval=554191 TSecr=1287395629"
"3553","174.270550","10.0.0.169","74.125.196.104","TLSv1.3","583","Client Hello"
"3554","174.276851","64.233.185.95","10.0.0.169","TLSv1.2","111","Application Data"
"3555","174.278160","10.0.0.169","64.233.185.95","TCP","66","58122  >  443 [ACK] Seq=1170 Ack=3741 Win=25984 Len=0 TSval=554192 TSecr=3951257061"
"3556","174.297279","74.125.196.104","10.0.0.169","TCP","66","443  >  52002 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=1287395659 TSecr=554191"
"3557","174.298743","74.125.196.104","10.0.0.169","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"3558","174.299989","74.125.196.104","10.0.0.169","TLSv1.3","1281","Application Data"
